ballX,ballY,vx,vy,paddleY,deltaY,action
170.432144,151.809021,-0.485077,-5.98036,70,-66.809021,1
164.451782,151.323944,-0.485077,-5.98036,75,-61.323944,1
158.47142,150.838867,-0.485077,-5.98036,80,-55.838867,1
152.491058,150.35379,-0.485077,-5.98036,85,-50.35379,1
146.510696,149.868713,-0.485077,-5.98036,90,-44.868713,1
140.530334,149.383636,-0.485077,-5.98036,95,-39.383636,1
134.549973,148.89856,-0.485077,-5.98036,100,-33.89856,1
128.569611,148.413483,-0.485077,-5.98036,105,-28.413483,1
122.589249,147.928406,-0.485077,-5.98036,110,-22.928406,1
116.608887,147.443329,-0.485077,-5.98036,115,-17.443329,1
26.903482,140.167175,-0.485077,-5.98036,120,-5.167175,1
20.923122,139.682098,-0.485077,-5.98036,125,0.317902,1
14.942762,139.197021,-0.485077,-5.98036,130,5.802979,1
291.240448,112.798569,4.810087,-3.586511,145,47.201431,2
258.961792,156.089371,4.810087,-3.586511,145,3.910629,2
230.269653,192,-4.810087,-3.586511,145,-32,2
197.990997,148.709198,-4.810087,-3.586511,145,11.290802,2
194.40448,143.899109,-4.810087,-3.586511,145,16.100891,2
176.471893,119.848663,-4.810087,-3.586511,145,40.151337,0
172.885376,115.038574,-4.810087,-3.586511,140,39.961426,0
169.298859,110.228485,-4.810087,-3.586511,135,39.771515,0
165.712341,105.418396,-4.810087,-3.586511,130,39.581604,0
162.125824,100.608307,-4.810087,-3.586511,125,39.391693,0
158.539307,95.798218,-4.810087,-3.586511,120,39.201782,0
154.952789,90.988129,-4.810087,-3.586511,115,39.011871,0
151.366272,86.17804,-4.810087,-3.586511,110,38.82196,0
147.779755,81.36795,-4.810087,-3.586511,105,38.63205,0
144.193237,76.557861,-4.810087,-3.586511,100,38.442139,0
140.60672,71.747772,-4.810087,-3.586511,95,38.252228,0
137.020203,66.937683,-4.810087,-3.586511,90,38.062317,0
133.433685,62.127594,-4.810087,-3.586511,85,37.872406,0
129.847168,57.317505,-4.810087,-3.586511,80,37.682495,0
126.260658,52.507416,-4.810087,-3.586511,75,37.492584,0
122.674149,47.697327,-4.810087,-3.586511,70,37.302673,0
119.087639,42.887238,-4.810087,-3.586511,65,37.112762,0
115.501129,38.077148,-4.810087,-3.586511,60,36.922852,0
111.914619,33.267059,-4.810087,-3.586511,55,36.732941,0
97.568581,14.026711,-4.810087,-3.586511,50,50.973289,2
83.222542,4.810087,4.810087,-3.586511,50,60.189911,0
79.636032,9.620174,4.810087,-3.586511,45,50.379826,0
76.049522,14.430262,4.810087,-3.586511,40,40.56974,0
72.463013,19.240349,4.810087,-3.586511,35,30.759651,0
68.876503,24.050436,4.810087,-3.586511,30,20.949564,0
65.289993,28.860523,4.810087,-3.586511,25,11.139477,0
58.116974,38.480698,4.810087,-3.586511,20,-3.480698,1
54.530464,43.290787,4.810087,-3.586511,25,-3.290787,1
50.943954,48.100876,4.810087,-3.586511,30,-3.100876,1
47.357445,52.910965,4.810087,-3.586511,35,-2.910965,1
43.770935,57.721054,4.810087,-3.586511,40,-2.721054,1
40.184425,62.531143,4.810087,-3.586511,45,-2.531143,1
36.597916,67.341232,4.810087,-3.586511,50,-2.341232,1
33.011406,72.151321,4.810087,-3.586511,55,-2.151321,1
29.424894,76.961411,4.810087,-3.586511,60,-1.961411,1
25.838383,81.7715,4.810087,-3.586511,65,-1.7715,1
22.251871,86.581589,4.810087,-3.586511,70,-1.581589,1
18.665359,91.391678,4.810087,-3.586511,75,-1.391678,1
15.078848,96.201767,4.810087,-3.586511,80,-1.201767,1
11.492336,101.011856,4.810087,-3.586511,85,-1.011856,1
285.386292,22.721478,2.309034,-5.537902,105,97.278519,2
196.779846,59.666004,2.309034,-5.537902,105,60.333996,0
191.241943,61.975037,2.309034,-5.537902,100,53.024963,0
185.704041,64.284073,2.309034,-5.537902,95,45.715927,0
180.166138,66.593109,2.309034,-5.537902,90,38.406891,0
141.400818,82.756363,2.309034,-5.537902,85,17.243637,1
135.862915,85.065399,2.309034,-5.537902,90,19.934601,1
130.325012,87.374435,2.309034,-5.537902,95,22.625565,1
124.787109,89.683472,2.309034,-5.537902,100,25.316528,1
119.249207,91.992508,2.309034,-5.537902,105,28.007492,1
113.711304,94.301544,2.309034,-5.537902,110,30.698456,1
108.173401,96.61058,2.309034,-5.537902,115,33.38942,1
102.635498,98.919617,2.309034,-5.537902,120,36.080383,1
97.097595,101.228653,2.309034,-5.537902,125,38.771347,1
91.559692,103.537689,2.309034,-5.537902,130,41.462311,1
86.02179,105.846725,2.309034,-5.537902,135,44.153275,1
80.483887,108.155762,2.309034,-5.537902,140,46.844238,1
58.332275,117.391907,2.309034,-5.537902,145,42.608093,2
36.180664,126.628052,2.309034,-5.537902,145,33.371948,2
14.029053,135.864197,2.309034,-5.537902,145,24.135803,0
281.227417,64.148193,-3.005187,-5.193154,150,100.851807,2
239.68219,40.106689,-3.005187,-5.193154,150,124.893311,2
234.489029,37.101501,-3.005187,-5.193154,150,127.898499,0
229.295868,34.096313,-3.005187,-5.193154,145,125.903687,0
224.102707,31.091125,-3.005187,-5.193154,140,123.908875,0
218.909546,28.085938,-3.005187,-5.193154,135,121.914062,0
213.716385,25.08075,-3.005187,-5.193154,130,119.91925,0
208.523224,22.075562,-3.005187,-5.193154,125,117.924438,0
182.557419,7.049624,-3.005187,-5.193154,120,127.950378,2
146.205292,12.020748,3.005187,-5.193154,120,122.979248,2
141.012131,15.025935,3.005187,-5.193154,120,119.974068,2
135.81897,18.031122,3.005187,-5.193154,120,116.96888,2
109.853195,33.05706,3.005187,-5.193154,120,101.94294,1
104.660042,36.062248,3.005187,-5.193154,125,103.937752,1
99.466888,39.067436,3.005187,-5.193154,130,105.932564,1
94.273735,42.072624,3.005187,-5.193154,135,107.927376,1
89.080582,45.077812,3.005187,-5.193154,140,109.922188,1
83.887428,48.083,3.005187,-5.193154,145,111.917,1
52.728508,66.114128,3.005187,-5.193154,150,98.885872,0
47.535355,69.119316,3.005187,-5.193154,145,90.880684,0
42.342201,72.124504,3.005187,-5.193154,140,82.875496,0
37.149048,75.129692,3.005187,-5.193154,135,74.870308,0
31.955894,78.13488,3.005187,-5.193154,130,66.86512,0
26.762741,81.140068,3.005187,-5.193154,125,58.859932,0
21.569588,84.145256,3.005187,-5.193154,120,50.854744,0
16.376434,87.150444,3.005187,-5.193154,115,42.849556,0
11.183281,90.155632,3.005187,-5.193154,110,34.844368,0
5.990127,93.16082,3.005187,-5.193154,105,26.83918,0
266.718536,101.437149,5.351116,-2.713957,85,-1.437149,2
264.004578,106.788261,5.351116,-2.713957,85,-6.788261,2
258.57666,117.490486,5.351116,-2.713957,85,-17.490486,2
236.86499,160.299438,5.351116,-2.713957,85,-60.299438,2
226.009155,181.703918,5.351116,-2.713957,85,-81.703918,2
217.581238,186.64888,-5.351116,-3,85,-86.64888,2
148.581238,63.573215,-5.351116,-3,85,36.426785,2
130.581238,31.466518,-5.351116,-3,85,68.533478,0
127.581238,26.115402,-5.351116,-3,80,68.884598,0
124.581238,20.764286,-5.351116,-3,75,69.235718,0
121.581238,15.41317,-5.351116,-3,70,69.58683,0
118.581238,10.062054,-5.351116,-3,65,69.937943,0
115.581238,4.710938,-5.351116,-3,60,70.289062,0
91.581238,37.457809,5.351116,-3,55,32.542191,2
82.581238,53.511158,5.351116,-3,55,16.488842,1
79.581238,58.862274,5.351116,-3,60,16.137726,1
76.581238,64.213387,5.351116,-3,65,15.786613,1
73.581238,69.564499,5.351116,-3,70,15.435501,1
70.581238,74.915611,5.351116,-3,75,15.084389,1
67.581238,80.266724,5.351116,-3,80,14.733276,1
64.581238,85.617836,5.351116,-3,85,14.382164,1
61.581238,90.968948,5.351116,-3,90,14.031052,1
58.581238,96.320061,5.351116,-3,95,13.679939,1
55.581238,101.671173,5.351116,-3,100,13.328827,1
52.581238,107.022285,5.351116,-3,105,12.977715,1
49.581238,112.373398,5.351116,-3,110,12.626602,1
46.581238,117.72451,5.351116,-3,115,12.27549,1
43.581238,123.075623,5.351116,-3,120,11.924377,1
40.581238,128.426743,5.351116,-3,125,11.573257,1
37.581238,133.777863,5.351116,-3,130,11.222137,1
34.581238,139.128983,5.351116,-3,135,10.871017,1
31.581238,144.480103,5.351116,-3,140,10.519897,1
28.581238,149.831223,5.351116,-3,145,10.168777,1
25.581238,155.182343,5.351116,-3,150,9.817657,1
22.581238,160.533463,5.351116,-3,155,9.466537,1
19.581238,165.884583,5.351116,-3,160,9.115417,1
16.581238,171.235703,5.351116,-3,165,8.764297,1
280.121216,187.226395,2.466253,-5.469698,110,-62.226395,2
230.893951,174.736267,-2.466253,-5.469698,110,-49.736267,2
148.848511,137.742554,-2.466253,-5.469698,110,-12.742554,0
143.378815,135.276306,-2.466253,-5.469698,105,-15.276306,0
137.909119,132.810059,-2.466253,-5.469698,100,-17.810059,0
44.924286,90.883728,-2.466253,-5.469698,95,19.116272,1
39.45459,88.417473,-2.466253,-5.469698,100,26.582527,1
28.515196,83.484962,-2.466253,-5.469698,105,36.515038,0
23.045498,81.018707,-2.466253,-5.469698,100,33.981293,0
17.5758,78.552452,-2.466253,-5.469698,95,31.447548,0
12.106102,76.086197,-2.466253,-5.469698,90,28.913803,0
6.636404,73.619942,-2.466253,-5.469698,85,26.380058,0
1.166706,71.153687,-2.466253,-5.469698,80,23.846313,0
287.031982,71.400696,4.690131,-3.742014,55,-1.400696,2
260.837952,104.231621,4.690131,-3.742014,55,-34.231621,2
253.353928,113.611885,4.690131,-3.742014,55,-43.611885,2
245.869888,122.992149,4.690131,-3.742014,55,-52.992149,1
242.127869,127.682281,4.690131,-3.742014,60,-52.682281,1
238.385849,132.372406,4.690131,-3.742014,65,-52.372406,1
234.643829,137.062531,4.690131,-3.742014,70,-52.062531,1
230.90181,141.752655,4.690131,-3.742014,75,-51.752655,1
227.15979,146.44278,4.690131,-3.742014,80,-51.44278,1
223.41777,151.132904,4.690131,-3.742014,85,-51.132904,1
219.675751,155.823029,4.690131,-3.742014,90,-50.823029,1
215.933731,160.513153,4.690131,-3.742014,95,-50.513153,1
212.191711,165.203278,4.690131,-3.742014,100,-50.203278,1
208.449692,169.893402,4.690131,-3.742014,105,-49.893402,1
204.707672,174.583527,4.690131,-3.742014,110,-49.583527,1
200.965652,179.273651,4.690131,-3.742014,115,-49.273651,1
197.223633,183.963776,4.690131,-3.742014,120,-48.963776,1
167.287476,163.859253,-4.690131,-3.742014,125,-23.859253,0
163.545456,159.169128,-4.690131,-3.742014,120,-24.169128,0
159.803436,154.479004,-4.690131,-3.742014,115,-24.479004,0
156.061417,149.788879,-4.690131,-3.742014,110,-24.788879,0
152.319397,145.098755,-4.690131,-3.742014,105,-25.098755,0
148.577377,140.40863,-4.690131,-3.742014,100,-25.40863,0
144.835358,135.718506,-4.690131,-3.742014,95,-25.718506,0
122.383255,107.577721,-4.690131,-3.742014,90,-2.577721,2
118.641243,102.887589,-4.690131,-3.742014,90,2.112411,1
114.899231,98.197456,-4.690131,-3.742014,95,11.802544,1
111.157219,93.507324,-4.690131,-3.742014,100,21.492676,1
107.415207,88.817192,-4.690131,-3.742014,105,31.182808,1
103.673195,84.12706,-4.690131,-3.742014,110,40.87294,1
99.931183,79.436928,-4.690131,-3.742014,115,50.563072,1
96.189171,74.746796,-4.690131,-3.742014,120,60.253204,1
62.511059,32.535606,-4.690131,-3.742014,125,107.464394,2
58.769043,27.845476,-4.690131,-3.742014,125,112.154526,0
55.027027,23.155346,-4.690131,-3.742014,120,111.84465,0
51.285011,18.465216,-4.690131,-3.742014,115,111.534782,0
47.542995,13.775085,-4.690131,-3.742014,110,111.224915,0
43.80098,9.084955,-4.690131,-3.742014,105,110.915047,0
40.058964,4.394825,-4.690131,-3.742014,100,110.605179,0
36.316948,0,4.690131,-3.742014,95,110,0
32.574932,4.690131,4.690131,-3.742014,90,100.309868,0
28.832918,9.380261,4.690131,-3.742014,85,90.619736,0
25.090904,14.070393,4.690131,-3.742014,80,80.929611,0
21.34889,18.760523,4.690131,-3.742014,75,71.239479,0
17.606876,23.450653,4.690131,-3.742014,70,61.549347,0
13.864862,28.140783,4.690131,-3.742014,65,51.859215,0
10.122849,32.830914,4.690131,-3.742014,60,42.169086,0
6.380834,37.521046,4.690131,-3.742014,55,32.478954,0
292.642334,145.728378,5.525131,-2.339429,65,-65.728378,2
280.945251,173.354034,5.525131,-2.339429,65,-93.354034,0
278.605835,178.879166,5.525131,-2.339429,60,-103.879166,0
276.266418,184.404297,5.525131,-2.339429,55,-114.404297,0
273.927002,189.929428,5.525131,-2.339429,50,-124.929428,2
268.587585,186.474869,-5.525131,-3,50,-121.474869,2
262.587585,175.424606,-5.525131,-3,50,-110.424606,2
253.587585,158.849213,-5.525131,-3,50,-93.849213,2
241.587585,136.748688,-5.525131,-3,50,-71.748688,2
229.587585,114.648163,-5.525131,-3,50,-49.648163,2
217.587585,92.547638,-5.525131,-3,50,-27.547638,2
208.587585,75.972244,-5.525131,-3,50,-10.972244,0
205.587585,70.447113,-5.525131,-3,45,-10.447113,0
202.587585,64.921982,-5.525131,-3,40,-9.921982,0
199.587585,59.396851,-5.525131,-3,35,-9.396851,0
196.587585,53.871719,-5.525131,-3,30,-8.871719,0
193.587585,48.346588,-5.525131,-3,25,-8.346588,0
190.587585,42.821457,-5.525131,-3,20,-7.821457,0
172.587585,9.67067,-5.525131,-3,15,20.32933,2
139.587585,49.726181,5.525131,-3,15,-19.726181,2
133.587585,60.776443,5.525131,-3,15,-30.776443,1
130.587585,66.301575,5.525131,-3,20,-31.301575,1
127.587585,71.826706,5.525131,-3,25,-31.826706,1
124.587585,77.351837,5.525131,-3,30,-32.351837,1
121.587585,82.876968,5.525131,-3,35,-32.876968,1
118.587585,88.4021,5.525131,-3,40,-33.4021,1
115.587585,93.927231,5.525131,-3,45,-33.927231,1
97.587585,127.078018,5.525131,-3,50,-62.078018,2
91.587585,138.128281,5.525131,-3,50,-73.128281,2
79.587585,160.228806,5.525131,-3,50,-95.228806,1
76.587585,165.753937,5.525131,-3,55,-95.753937,1
73.587585,171.279068,5.525131,-3,60,-96.279068,1
70.587585,176.804199,5.525131,-3,65,-96.804199,1
67.587585,182.32933,5.525131,-3,70,-97.32933,1
64.587585,187.854462,5.525131,-3,75,-97.854462,1
61.587585,192,-5.525131,-3,80,-97,1
58.587585,186.474869,-5.525131,-3,85,-86.474869,1
55.587585,180.949738,-5.525131,-3,90,-75.949738,1
52.587585,175.424606,-5.525131,-3,95,-65.424606,1
49.587585,169.899475,-5.525131,-3,100,-54.899475,1
37.587585,147.79895,-5.525131,-3,105,-27.79895,0
34.587585,142.273819,-5.525131,-3,100,-27.273819,0
31.587585,136.748688,-5.525131,-3,95,-26.748688,0
28.587585,131.223557,-5.525131,-3,90,-26.223557,0
25.587585,125.698425,-5.525131,-3,85,-25.698425,0
22.587585,120.173294,-5.525131,-3,80,-25.173294,0
19.587585,114.648163,-5.525131,-3,75,-24.648163,0
16.587585,109.123032,-5.525131,-3,70,-24.123032,0
10.587585,98.072769,-5.525131,-3,65,-18.072769,1
201.803864,89.04425,-1.123411,-5.893891,70,-4.04425,1
195.909973,87.920837,-1.123411,-5.893891,75,2.079163,1
190.016083,86.797424,-1.123411,-5.893891,80,8.202576,1
184.122192,85.674011,-1.123411,-5.893891,85,14.325989,1
178.228302,84.550598,-1.123411,-5.893891,90,20.449402,1
172.334412,83.427185,-1.123411,-5.893891,95,26.572815,1
136.971069,76.686707,-1.123411,-5.893891,100,38.313293,0
131.077179,75.563293,-1.123411,-5.893891,95,34.436707,0
125.183289,74.43988,-1.123411,-5.893891,90,30.56012,0
119.289398,73.316467,-1.123411,-5.893891,85,26.683533,0
113.395508,72.193054,-1.123411,-5.893891,80,22.806946,0
107.501617,71.069641,-1.123411,-5.893891,75,18.930359,0
101.607727,69.946228,-1.123411,-5.893891,70,15.053772,0
95.713837,68.822815,-1.123411,-5.893891,65,11.177185,0
89.819946,67.699402,-1.123411,-5.893891,60,7.300598,0
83.926056,66.575989,-1.123411,-5.893891,55,3.424011,0
78.032166,65.452576,-1.123411,-5.893891,50,-0.452576,0
72.138275,64.329163,-1.123411,-5.893891,45,-4.329163,0
48.562714,59.835526,-1.123411,-5.893891,40,-4.835526,2
19.093262,54.218479,-1.123411,-5.893891,40,0.781521,0
13.19937,53.09507,-1.123411,-5.893891,35,-3.09507,0
252.724915,71.940567,3.991693,-4.479553,90,33.059433,1
248.245361,75.932259,3.991693,-4.479553,95,34.067741,1
243.765808,79.92395,3.991693,-4.479553,100,35.07605,1
239.286255,83.915642,3.991693,-4.479553,105,36.084358,1
234.806702,87.907333,3.991693,-4.479553,110,37.092667,1
230.327148,91.899025,3.991693,-4.479553,115,38.100975,1
225.847595,95.890717,3.991693,-4.479553,120,39.109283,1
221.368042,99.882408,3.991693,-4.479553,125,40.117592,1
216.888489,103.8741,3.991693,-4.479553,130,41.1259,1
212.408936,107.865791,3.991693,-4.479553,135,42.134209,1
207.929382,111.857483,3.991693,-4.479553,140,43.142517,1
203.449829,115.849174,3.991693,-4.479553,145,44.150826,1
185.531616,131.815948,3.991693,-4.479553,150,33.184052,2
127.297424,183.708038,3.991693,-4.479553,150,-18.708038,2
91.460999,172.041504,-3.991693,-4.479553,150,-7.041504,0
86.981445,168.049805,-3.991693,-4.479553,145,-8.049805,0
82.501892,164.058105,-3.991693,-4.479553,140,-9.058105,0
78.022339,160.066406,-3.991693,-4.479553,135,-10.066406,0
73.542786,156.074707,-3.991693,-4.479553,130,-11.074707,0
69.063232,152.083008,-3.991693,-4.479553,125,-12.083008,0
64.583679,148.091309,-3.991693,-4.479553,120,-13.091309,0
60.104126,144.099609,-3.991693,-4.479553,115,-14.099609,0
55.624573,140.10791,-3.991693,-4.479553,110,-15.10791,0
51.14502,136.116211,-3.991693,-4.479553,105,-16.116211,0
46.665466,132.124512,-3.991693,-4.479553,100,-17.124512,0
42.185913,128.132812,-3.991693,-4.479553,95,-18.132812,0
37.70636,124.141121,-3.991693,-4.479553,90,-19.141121,0
33.226807,120.149429,-3.991693,-4.479553,85,-20.149429,0
10.829041,100.190971,-3.991693,-4.479553,80,-5.190971,1
285.495239,112.097717,2.394244,-5.501599,50,-47.097717,2
169.96167,162.376785,2.394244,-5.501599,50,-97.376785,2
158.958466,167.165268,2.394244,-5.501599,50,-102.165268,1
153.456863,169.559509,2.394244,-5.501599,55,-99.559509,1
147.955261,171.953751,2.394244,-5.501599,60,-96.953751,1
142.453659,174.347992,2.394244,-5.501599,65,-94.347992,1
136.952057,176.742233,2.394244,-5.501599,70,-91.742233,1
131.450455,179.136475,2.394244,-5.501599,75,-89.136475,1
125.948853,181.530716,2.394244,-5.501599,80,-86.530716,1
120.44725,183.924957,2.394244,-5.501599,85,-83.924957,1
114.945648,186.319199,2.394244,-5.501599,90,-81.319199,1
109.444046,188.71344,2.394244,-5.501599,95,-78.71344,1
103.942444,191.107681,2.394244,-5.501599,100,-76.107681,1
98.440842,192,-2.394244,-5.501599,105,-72,1
87.437637,187.211517,-2.394244,-5.501599,110,-62.211517,2
43.424835,168.057587,-2.394244,-5.501599,110,-43.057587,1
37.923237,165.663345,-2.394244,-5.501599,115,-35.663345,1
32.421638,163.269104,-2.394244,-5.501599,120,-28.269104,1
26.92004,160.874863,-2.394244,-5.501599,125,-20.874863,1
21.418442,158.480621,-2.394244,-5.501599,130,-13.480621,1
15.916842,156.08638,-2.394244,-5.501599,135,-6.08638,0
10.415243,153.692139,-2.394244,-5.501599,130,-8.692139,0
290.349854,105.012405,-1.438254,-5.825069,120,29.987595,2
220.448975,87.753342,-1.438254,-5.825069,120,47.246658,0
214.623901,86.315086,-1.438254,-5.825069,115,43.684914,0
208.798828,84.876831,-1.438254,-5.825069,110,40.123169,0
202.973755,83.438576,-1.438254,-5.825069,105,36.561424,0
197.148682,82.00032,-1.438254,-5.825069,100,32.99968,0
191.323608,80.562065,-1.438254,-5.825069,95,29.437935,0
185.498535,79.12381,-1.438254,-5.825069,90,25.87619,0
179.673462,77.685555,-1.438254,-5.825069,85,22.314445,0
173.848389,76.247299,-1.438254,-5.825069,80,18.752701,0
168.023315,74.809044,-1.438254,-5.825069,75,15.190956,0
162.198242,73.370789,-1.438254,-5.825069,70,11.629211,0
156.373169,71.932533,-1.438254,-5.825069,65,8.067467,0
150.548096,70.494278,-1.438254,-5.825069,60,4.505722,0
144.723022,69.056023,-1.438254,-5.825069,55,0.943977,0
121.422745,63.303001,-1.438254,-5.825069,50,1.696999,2
74.82222,51.796959,-1.438254,-5.825069,50,13.203041,2
57.347015,47.482193,-1.438254,-5.825069,50,17.517807,0
51.521946,46.043938,-1.438254,-5.825069,45,13.956062,0
45.696877,44.605682,-1.438254,-5.825069,40,10.394318,0
39.871807,43.167427,-1.438254,-5.825069,35,6.832573,0
34.046738,41.729172,-1.438254,-5.825069,30,3.270828,0
28.221668,40.290916,-1.438254,-5.825069,25,-0.290916,0
22.396599,38.852661,-1.438254,-5.825069,20,-3.852661,0
302,62.007278,0.927593,-5.927864,55,7.992722,0
296.072144,62.934872,0.927593,-5.927864,50,2.065128,0
290.144287,63.862465,0.927593,-5.927864,45,-3.862465,0
177.515015,81.486664,0.927593,-5.927864,40,-26.486664,1
171.587158,82.414253,0.927593,-5.927864,45,-22.414253,1
165.659302,83.341843,0.927593,-5.927864,50,-18.341843,1
159.731445,84.269432,0.927593,-5.927864,55,-14.269432,1
153.803589,85.197021,0.927593,-5.927864,60,-10.197021,1
147.875732,86.124611,0.927593,-5.927864,65,-6.124611,1
141.947876,87.0522,0.927593,-5.927864,70,-2.0522,1
136.02002,87.97979,0.927593,-5.927864,75,2.02021,1
130.092163,88.907379,0.927593,-5.927864,80,6.092621,1
124.164299,89.834969,0.927593,-5.927864,85,10.165031,1
118.236435,90.762558,0.927593,-5.927864,90,14.237442,1
112.308571,91.690147,0.927593,-5.927864,95,18.309853,1
106.380707,92.617737,0.927593,-5.927864,100,22.382263,1
29.318474,104.676399,0.927593,-5.927864,105,15.323601,2
11.534882,107.459167,0.927593,-5.927864,105,12.540833,0
302,22.104404,2.029927,-5.646184,40,32.895596,1
296.353821,24.134331,2.029927,-5.646184,45,35.865669,1
290.707642,26.164257,2.029927,-5.646184,50,38.835743,1
